Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
167169.0,-1.9718030333165582,2.412188158391671,-12.861922983943076,-0.2839787608573272,-17.69855996168194,-1.390568524570493,-2.445460810797882,-0.5784148072529872,3.3535248599039,-3.54595389398707,1.9195169019653835,-0.6242816456951483,-1.263181084852728,-3.6881878835026938,0.7738238678869263,-13.874761005012093,-7.9569416329862435,-1.4284520312713194,1.4736475039029768,-0.1480962249442862,-0.5407404117774589,0.048624330741780214,0.003242269536367498,0.6711976625723851,-0.01360712068033354,-0.3464222107701146,1.3710542575449227,0.9337534349945817,47.12,1
88689.0,2.13238602134104,5.980458828380883,-9.579365025750668,3.2694597945161554,-6.950840590748051,-0.6789539897350169,2.495916011228765,-1.8711484947571204,-2.9591523305569907,-7.985076392219874,7.396253851784852,-8.68572491927122,-1.7846408114701502,-3.923566951635369,1.4889666105690962,3.13965565883069,-7.357900553534331,-2.925965449310558,0.962054087301188,1.2559594424719422,-0.3796599784041027,-1.0068463494590614,-4.950572468681845,-0.1968567987361528,1.2996710365638837,-0.39189052534265567,0.3899481919466375,-0.6119953793541729,0.0,1
155965.0,-1.0228213135625013,-2.2347823240629783,-10.227801608943714,4.102779466761239,-7.760395641947733,-2.7022890919088502,-0.9111990198894804,2.9122220072470486,0.9192305544222694,-1.5146721111411643,0.8638203973826997,-12.778781729330731,-2.753484887207212,-11.568757505299715,0.7045478434326263,1.857192578139347,-8.852061902179994,3.79031621184375,1.885546099310091,2.5558713836063407,-1.8662409944920428,1.1335316652178715,-0.9837676845763256,-1.2449741729798043,-0.47797805467814003,-0.017341917355189168,-0.0330093554667667,0.37990741005026896,7.9,1
142729.0,-8.330277869479657,-4.419165650559876,-4.142178812659307,6.099353713921855,-22.105531524316,-0.6562943394988393,-0.25506596288398886,1.4150355236223613,-4.086212752539295,4.03143505114991,10.498332534132055,-2.9672607793812102,1.1172243849115098,-10.150134771807439,0.91500182604978,-13.537675180008026,-18.61535030454042,2.846382162287202,1.1399530769231432,0.09913123467961525,0.028816744230689473,2.1656414421875425,-1.0109607281897435,-0.7385685014810169,0.20615628061445393,0.18987668373647804,0.6179906756270757,0.18930962219414899,36.95,1
170154.0,-23.974494604616996,-0.2286680331559312,-22.155964685221257,3.2257779237502477,-1.9180450861733138,-3.3706526197380398,-8.080304980438763,-3.050389793011705,1.3630330229406755,-17.836834354652005,2.983180341404871,-2.270777890419301,1.8705030431409941,-5.527897077923373,0.41385283023329456,-1.707438014227428,-23.81676559072019,1.6802091489211277,-0.05510077289580906,1.3984204611455124,-1.731499275788254,1.369799514255816,0.9631461603477212,0.11617638650484918,0.6068736017323079,-0.7584827737762874,1.4179514434222131,0.13168241706732847,74.6,1
118385.0,-3.2514169753088384,-0.40827165788114206,-4.6014333569026995,5.730370499678912,-14.604385466233435,-1.018146483391318,0.23223358788125892,-7.746675379499791,2.5458845137362767,-6.109972137986313,2.7279527721241865,-4.041157433147419,-1.5179683869861895,-15.199798092391465,1.7329578349815589,-6.224892590216042,-15.43106463701485,1.8444559271018404,-2.3309384578110333,0.2122116485165242,0.540804511961098,1.3663245486099571,0.3412872401001227,0.8952266938220229,1.6349819450906748,-0.8424079147687268,-1.3216824572468735,0.11643833322088215,0.0,1
170348.0,-5.673713699291371,-5.218026748557806,-31.1036848245812,5.635210614705893,-6.823925801460193,-0.16601070723425315,-43.5572415712451,1.191026838424432,-2.518190661335935,-2.8953848848587658,9.961967598113164,-10.38467912231836,2.288220786411766,-10.498199468562452,-0.3393549814441462,-6.023533449617491,-25.1627993693248,3.79031621184375,-2.0197576340163765,1.0029870380568626,0.8524475242637823,2.1657916413139247,-0.17125717757422632,0.15389473112183719,0.8502070535604802,-1.15267106612603,0.8724854985494839,0.3053249064208438,56.41,1
90964.0,-5.677373818525407,-7.011819987550355,-9.812106970873044,0.052845787217624896,-22.105531524316,-4.75364215493518,-27.524288049640482,12.534807979263245,-4.3409004156658675,-10.176541088640878,6.0526497136816415,-10.22486090973604,-0.4053227006435679,-6.224412302799915,2.400299732175762,-8.658034329187295,-18.843622505569982,0.8799166748412914,-0.25524334252362624,-1.8308858719180165,-0.5249783615162411,0.6301830957074303,-0.45226900222172317,-0.18439457478578364,1.4725696737549114,0.2139333968919268,0.8793448574092382,-0.19474132899711946,32.08,1
117366.0,-0.15520522261291575,-3.452951892097386,-6.986037830349601,9.239556806339056,-1.4091052139319746,-4.79209527303656,-18.956228004146325,13.901655934651636,-3.8561902297194424,-6.866909433933332,2.55371984633307,-10.220099861588643,-1.4922223151577785,1.5355646529822602,-3.148083830455908,-1.7183287581044233,-4.881308332558832,-0.3518457211151107,3.6918222202583837,0.5081560412568062,-0.4810747476870473,-1.5599594601900773,0.6391553933298532,-0.3346529847320483,0.7473604220817718,-0.47335651435781584,3.0055921700784243,0.32550918396817485,34.63,1
102823.0,-1.406264683401623,0.13261133215573273,-31.1036848245812,1.552402265758217,-22.105531524316,-2.5416020118926954,2.6065654893639145,6.332606938429631,-1.2233945594219788,-1.621955634065989,4.431568130041009,-8.50346299001437,2.5074675493415017,-7.489321936941485,0.5027415258694906,-6.107232896797877,-6.4446750560173385,-1.4044393448185013,1.8445147335166103,-0.18302681257782333,-0.6701065014881374,-0.08705461135771751,-0.8974746680046751,0.3092414050933764,-0.48836914898731254,0.315934654898981,2.235652816594685,1.1924782653545578,0.0,1
32846.0,-1.0095457938568844,-2.5393998738612327,-11.74426674619831,7.455744462133353,-2.427380764549936,-0.3430314609498244,0.8198039464744509,-1.3739177457091385,-2.010820174616283,-19.307511902940927,4.006209612555294,-1.1395502951876013,-0.867109760067531,-8.29627797294471,-0.8327214513974301,-7.587425397613279,-25.1627993693248,0.1531129110789568,1.9662026801034598,-0.29899108422741105,-0.468910317559167,1.0563741009580845,-1.3236885758549541,-0.24123427692964128,0.8098701685729617,0.7654615380884946,1.2234738856918241,-0.10517004160637591,12.38,1
49578.0,0.15663080685329256,-1.9146134771671601,-31.1036848245812,7.530695571147101,-2.9666532809263195,-3.913415658063933,-3.182859332333252,-0.26939083886982573,-0.7442819581105897,1.990614404327479,5.564640838939303,-0.20677705957561288,-2.0506194774184423,-1.0071707671542915,-0.8334201818299143,-8.220198351144926,-6.13300577069254,0.19188550373489005,-0.6643106744152006,2.4431563201129265,-1.6048112875252243,0.42413095553368135,-2.2573951877721274,-1.6093665529177272,-0.46456636008424856,0.33664405419500787,0.9480804948062633,0.2355232504482083,68.26,1
136266.0,-3.2481297167696637,-8.40215367768915,-7.75990290907338,6.751863004886013,-22.105531524316,-3.2780090937792687,-20.853813410595777,1.0937383533400644,-2.787727180476457,-3.791335523634035,5.923253271500922,-11.356190721365403,2.81543981456255,-3.421480831194356,1.152844942641981,-6.248549362285388,-5.676327792315327,3.435716978807421,2.475104478307195,0.9727530139082285,2.424076825324064,1.4527611131296028,0.03314536001428822,-0.7157230746356722,-2.1198830871779557,0.9514393163345507,0.8949270411571475,0.8618276269535032,882.98,1
167688.0,0.8619270886967363,14.771774774789472,-5.5792667483912926,7.342520872143896,-4.264127725114145,-3.2433715800973975,-5.500262319071614,1.8753698558352347,0.6207835959569545,-3.029844952692918,8.789671640747434,-6.209082859123774,0.2552430752217987,-1.5885111141746195,0.641271178257966,-3.442404117225526,-9.058009795373074,-0.9948055517427661,0.6101694052621653,0.9740547573478444,1.5697777521480698,2.460381870417993,-0.2631242447959108,-0.5596842664159775,0.8057825104997721,0.43444640020724745,2.9616669093742956,0.098906521551265,0.0,1
22732.0,-28.644552347216024,0.6880107877259314,-6.461019878257648,12.1146718424589,-22.09871387889534,-3.95205647087055,-9.770532785119007,0.12736727250861862,2.2900243473220385,-3.228652322843722,4.628280898917797,1.37594135044076,-0.966743240324206,-10.449511490592752,0.5861517853701543,-6.8192471174427505,-10.507840466456493,1.3583334041226527,-1.7124568217354428,11.0590042933942,-7.628528184264816,0.7311860616391358,0.6445374314687767,-0.7350291749363241,-0.7920357864564969,-0.7102200128238653,0.825404269793151,0.7790657222129773,332.21,1
5529.0,2.13238602134104,-2.5790185822997946,-22.20521414364368,3.945534293094627,-22.105531524316,-4.418008512943114,3.393196974066222,-1.1200253806598313,-0.1849263404007946,-13.70897750050356,-1.70222840135659,-11.259184165720768,-0.3293114778014977,-3.3149585813031943,-0.6495898848378321,-7.595920506159221,-25.1627993693248,-0.816580842426937,1.8289294494638688,0.3245744877657923,-2.345796186255098,-0.19096258311711087,-0.7496404579146898,-0.5787937739396248,1.0951346361501169,0.07189028462056024,1.156852030738291,0.17240523148085463,33.07,1
126378.0,2.13238602134104,-0.24093187565799168,-5.614944662244266,9.786716344706136,-0.7425514884985148,1.1314140343968937,4.950731533928202,-7.064511274012942,-4.180959553910091,-13.745536547142564,2.9538045796751318,-4.563356971983039,-1.0263956691211997,-11.50431265055914,1.134680816341703,3.13965565883069,-3.661922960337079,0.3633158685380608,-2.8887509187115947,3.644813960759665,-1.7979117340964836,1.6369200789123244,-0.8302190960494272,0.031618037441942415,-0.5533666413682201,-0.04841896604712592,1.5678333757436995,0.7459645783080561,9.83,1
63142.0,2.13238602134104,1.273216520115641,1.7204933968566651,5.254219079163067,0.7795220750006309,-2.1043625634550063,-12.641308772538226,0.6459366574930077,-2.9772078595027507,-1.508196805099471,5.9942145106682165,-3.2484763941252517,-1.749288008907903,-2.194698685448822,1.073546817777967,-2.8858119844140084,-21.73358421329165,2.601668534995931,-0.23269600763835585,4.894915477163375,0.9865544092741896,1.9989855354348878,-0.45745589996543956,0.17995784406777696,0.6650619761656653,0.292802957364928,3.0459028475555843,-0.2605553523334405,146.06,1
